,plotid,center_lon,center_lat,shape,size_m,sample_points,flagged,flagged_reason,confidence,collection_time,analysis_duration,common_securewatch_date,total_securewatch_dates,Land Cover Elements:Water>irrigation ditch,Land Cover Elements:grass,Land Cover Elements:Water>rivers/stream,Land Cover Elements:Impervious Surface (no building),Land Cover Elements:Water>lake/ponded/container,Land Cover Elements:cultivated vegetation,Land Cover Elements:Bare Ground,Land Cover Elements:Building,Land Cover Elements:Water>treated pool,Land Cover Elements:Trees_CanopyCover,Land Cover Elements:unknown,Land Cover Elements:bush/scrub,Land Cover Elements:shadow,AOI Number
74,200,-77.9830849616824,39.1522501418346,square,100.0,100,False,,100.0,2022-06-19 13:12,432.7 secs,,0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,41.0,0.0,3.0,0.0,0.0,8.0,2
75,201,-77.9975790045637,39.141008637288,square,100.0,100,False,,95.0,2022-06-19 13:16,76.7 secs,,0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2
76,202,-77.9975790045637,39.1455052391066,square,100.0,100,False,,60.0,2022-06-19 13:22,318.1 secs,,0,0.0,20.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,38.0,0.0,25.0,0.0,2
77,203,-77.9975790045637,39.1500018409253,square,100.0,100,False,,95.0,2022-06-19 13:24,120.5 secs,,0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,2
78,204,-77.9975790045637,39.1544984427439,square,100.0,100,False,,50.0,2022-06-19 13:30,360.2 secs,,0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,20.0,17.0,2
79,205,-77.9975790045637,39.1589950445625,square,100.0,100,False,,95.0,2022-06-19 14:43,312.2 secs,,0,0.0,43.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,2
80,206,-77.9975790045637,39.1634916463811,square,100.0,100,False,,96.0,2022-06-19 14:49,348.2 secs,,0,0.0,51.0,0.0,31.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,1.0,7.0,2
81,207,-77.9917813874112,39.141008637288,square,100.0,100,False,,100.0,2022-06-19 14:50,64.2 secs,,0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
82,208,-77.9917813874112,39.1455052391066,square,100.0,100,False,,95.0,2022-06-19 14:55,8.6 secs,,0,0.0,53.0,0.0,1.0,0.0,2.0,6.0,1.0,0.0,22.0,0.0,5.0,10.0,2
83,209,-77.9917813874112,39.1500018409253,square,100.0,100,False,,95.0,2022-06-19 15:00,300.0 secs,,0,0.0,24.0,0.0,28.0,0.0,0.0,5.0,20.0,0.0,6.0,0.0,0.0,17.0,2
84,210,-77.9917813874112,39.1544984427439,square,100.0,100,False,,95.0,2022-06-19 15:04,263.8 secs,,0,0.0,30.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,45.0,0.0,4.0,4.0,2
85,211,-77.9917813874112,39.1589950445625,square,100.0,100,False,,85.0,2022-06-19 15:11,394.0 secs,,0,0.0,21.0,0.0,12.0,0.0,0.0,14.0,0.0,0.0,24.0,0.0,15.0,14.0,2
86,212,-77.9917813874112,39.1634916463811,square,100.0,100,False,,90.0,2022-06-19 15:16,315.9 secs,,0,0.0,39.0,0.0,23.0,0.0,2.0,2.0,0.0,0.0,17.0,0.0,14.0,3.0,2
87,213,-77.9859837702587,39.141008637288,square,100.0,100,False,,100.0,2022-06-19 15:19,142.4 secs,,0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,38.0,0.0,0.0,16.0,2
88,214,-77.9859837702587,39.1455052391066,square,100.0,100,False,,75.0,2022-06-19 15:25,385.3 secs,,0,0.0,44.0,0.0,2.0,0.0,0.0,2.0,7.0,0.0,20.0,1.0,2.0,22.0,2
89,215,-77.9859837702587,39.1500018409253,square,100.0,100,False,,95.0,2022-06-19 15:31,7.6 secs,,0,0.0,29.0,0.0,7.0,0.0,0.0,10.0,5.0,0.0,15.0,0.0,1.0,33.0,2
90,216,-77.9859837702587,39.1544984427439,square,100.0,100,False,,95.0,2022-06-19 15:35,260.4 secs,,0,0.0,23.0,0.0,36.0,0.0,0.0,0.0,18.0,0.0,11.0,0.0,0.0,12.0,2
111,300,-96.621044755946,32.9852445982673,square,100.0,100,False,,75.0,2022-06-15 19:52,572.1 secs,,0,0.0,39.0,0.0,27.0,0.0,0.0,5.0,13.0,0.0,8.0,0.0,8.0,0.0,3
333,900,-88.1576013565064,41.8276826529967,square,100.0,100,False,,80.0,2022-06-15 20:09,2223.7 secs,,0,0.0,8.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
334,901,-88.1726848599718,41.8164411484502,square,100.0,100,False,,80.0,2022-06-15 20:33,1404.4 secs,,0,0.0,10.0,0.0,15.0,0.0,0.0,0.0,3.0,0.0,14.0,0.0,46.0,12.0,9
335,902,-88.1726848599718,41.8209377502688,square,100.0,100,False,,100.0,2022-06-16 00:54,15688.0 secs,,0,0.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,40.0,9
336,903,-88.1726848599718,41.8254343520874,square,100.0,100,False,,100.0,2022-06-16 01:00,379.3 secs,,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,4.0,35.0,9
337,904,-88.1726848599718,41.829930953906,square,100.0,100,False,,100.0,2022-06-16 01:07,404.3 secs,,0,0.0,3.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,16.0,9
338,905,-88.1726848599718,41.8344275557247,square,100.0,100,False,,85.0,2022-06-16 01:14,408.2 secs,,0,0.0,44.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,9
339,906,-88.1726848599718,41.8389241575433,square,100.0,100,False,,90.0,2022-06-16 01:22,455.7 secs,,0,0.0,4.0,0.0,8.0,0.0,0.0,12.0,0.0,0.0,50.0,0.0,1.0,25.0,9
340,907,-88.1666514585856,41.8164411484502,square,100.0,100,False,,100.0,2022-06-16 01:27,357.0 secs,,0,0.0,17.0,0.0,33.0,0.0,0.0,0.0,7.0,0.0,17.0,0.0,1.0,25.0,9
341,908,-88.1666514585856,41.8209377502688,square,100.0,100,False,,100.0,2022-06-16 01:33,316.0 secs,,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,60.0,0.0,0.0,34.0,9
342,909,-88.1666514585856,41.8254343520874,square,100.0,100,False,,70.0,2022-06-16 01:42,542.7 secs,,0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,20.0,9
343,910,-88.1666514585856,41.829930953906,square,100.0,100,False,,77.0,2022-06-16 01:49,455.7 secs,,0,0.0,10.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,6.0,25.0,9
344,911,-88.1666514585856,41.8344275557247,square,100.0,100,False,,100.0,2022-06-16 19:13,62600.3 secs,,0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,15.0,9
345,912,-88.1666514585856,41.8389241575433,square,100.0,100,False,,100.0,2022-06-16 19:24,685.9 secs,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,32.0,9
346,913,-88.1606180571994,41.8164411484502,square,100.0,100,False,,100.0,2022-06-16 19:29,305.7 secs,,0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,7.0,0.0,53.0,0.0,0.0,28.0,9
347,914,-88.1606180571994,41.8209377502688,square,100.0,100,False,,83.0,2022-06-16 19:50,1247.6 secs,,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
348,915,-88.1606180571994,41.8254343520874,square,100.0,100,False,,85.0,2022-06-16 19:56,341.2 secs,,0,0.0,6.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,20.0,0.0,0.0,9.0,9
349,916,-88.1606180571994,41.829930953906,square,100.0,100,False,,60.0,2022-06-16 20:12,1007.6 secs,,0,0.0,20.0,0.0,20.0,0.0,32.0,2.0,0.0,0.0,14.0,0.0,8.0,4.0,9
350,917,-88.1606180571994,41.8344275557247,square,100.0,100,False,,100.0,2022-06-17 18:47,81265.4 secs,,0,0.0,30.0,0.0,23.0,0.0,0.0,0.0,12.0,0.0,15.0,0.0,0.0,20.0,9
351,918,-88.1606180571994,41.8389241575433,square,100.0,100,False,,100.0,2022-06-17 18:56,521.6 secs,,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,26.0,9
352,919,-88.1545846558133,41.8164411484502,square,100.0,100,False,,100.0,2022-06-17 19:01,324.6 secs,,0,0.0,16.0,0.0,7.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,4.0,9
353,920,-88.1545846558133,41.8209377502688,square,100.0,100,False,,100.0,2022-06-17 19:08,430.8 secs,,0,0.0,24.0,0.0,51.0,0.0,0.0,2.0,8.0,0.0,4.0,0.0,0.0,11.0,9
354,921,-88.1545846558133,41.8254343520874,square,100.0,100,False,,89.0,2022-06-17 19:16,467.2 secs,,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
370,1000,-122.028880119324,37.2909379880069,square,100.0,100,False,,90.0,2022-06-15 19:52,550.6 secs,,0,0.0,14.0,0.0,21.0,0.0,0.0,5.0,28.0,3.0,10.0,0.0,11.0,8.0,10
371,1001,-122.043008146942,37.2796964834603,square,100.0,100,False,,83.0,2022-06-17 23:00,341.0 secs,,0,0.0,0.0,0.0,17.0,0.0,0.0,6.0,12.0,0.0,50.0,0.0,1.0,14.0,10
372,1002,-122.043008146942,37.2841930852789,square,100.0,100,False,,80.0,2022-06-19 02:34,120.6 secs,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,69.0,0.0,10
373,1003,-122.043008146942,37.2886896870975,square,100.0,100,False,,100.0,2022-06-17 23:06,331.3 secs,,0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,17.0,0.0,44.0,10.0,10
374,1004,-122.043008146942,37.2931862889162,square,100.0,100,False,,95.0,2022-06-19 02:38,216.4 secs,,0,0.0,6.0,0.0,15.0,0.0,0.0,16.0,19.0,4.0,32.0,0.0,1.0,7.0,10
375,1005,-122.043008146942,37.2976828907348,square,100.0,100,False,,100.0,2022-06-18 06:34,266.0 secs,,0,0.0,5.0,0.0,19.0,17.0,0.0,1.0,14.0,0.0,36.0,0.0,0.0,8.0,10
376,1006,-122.043008146942,37.3021794925534,square,100.0,100,False,,90.0,2022-06-18 01:14,307.4 secs,,0,0.0,7.0,0.0,15.0,0.0,0.0,4.0,23.0,0.0,26.0,0.0,3.0,22.0,10
377,1007,-122.037356935895,37.2796964834603,square,100.0,100,False,,94.0,2022-06-18 01:17,208.4 secs,,0,0.0,3.0,0.0,7.0,0.0,0.0,10.0,17.0,0.0,43.0,0.0,2.0,18.0,10
378,1008,-122.037356935895,37.2841930852789,square,100.0,100,False,,90.0,2022-06-18 01:21,232.0 secs,,0,0.0,3.0,0.0,9.0,0.0,0.0,4.0,14.0,2.0,57.0,0.0,7.0,4.0,10
379,1009,-122.037356935895,37.2886896870975,square,100.0,100,False,,90.0,2022-06-17 23:15,437.5 secs,,0,0.0,11.0,0.0,19.0,0.0,0.0,5.0,33.0,4.0,15.0,0.0,6.0,7.0,10
380,1010,-122.037356935895,37.2931862889162,square,100.0,100,False,,95.0,2022-06-19 02:41,188.5 secs,,0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,25.0,1.0,44.0,0.0,3.0,14.0,10
381,1011,-122.037356935895,37.2976828907348,square,100.0,100,False,,90.0,2022-06-18 01:25,214.0 secs,,0,0.0,17.0,0.0,37.0,0.0,0.0,0.0,36.0,0.0,5.0,0.0,1.0,4.0,10
382,1012,-122.037356935895,37.3021794925534,square,100.0,100,False,,90.0,2022-06-17 23:21,333.1 secs,,0,0.0,30.0,0.0,20.0,0.0,0.0,1.0,1.0,0.0,34.0,0.0,1.0,13.0,10
383,1013,-122.031705724847,37.2796964834603,square,100.0,100,False,,100.0,2022-06-17 23:24,195.5 secs,,0,0.0,1.0,0.0,75.0,0.0,0.0,0.0,8.0,0.0,9.0,0.0,1.0,6.0,10
384,1014,-122.031705724847,37.2841930852789,square,100.0,100,False,,90.0,2022-06-18 01:36,567.0 secs,,0,0.0,10.0,0.0,31.0,0.0,0.0,7.0,24.0,3.0,13.0,0.0,7.0,5.0,10
385,1015,-122.031705724847,37.2886896870975,square,100.0,100,False,,100.0,2022-06-18 03:37,7267.7 secs,,0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,34.0,0.0,16.0,0.0,1.0,8.0,10
386,1016,-122.031705724847,37.2931862889162,square,100.0,100,False,,100.0,2022-06-19 02:47,320.0 secs,,0,0.0,2.0,0.0,24.0,0.0,0.0,1.0,26.0,0.0,38.0,0.0,1.0,8.0,10
387,1017,-122.031705724847,37.2976828907348,square,100.0,100,False,,100.0,2022-06-18 03:40,170.1 secs,,0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,43.0,0.0,9.0,0.0,0.0,0.0,10
388,1018,-122.031705724847,37.3021794925534,square,100.0,100,False,,100.0,2022-06-18 03:44,207.4 secs,,0,0.0,3.0,0.0,64.0,0.0,0.0,2.0,12.0,0.0,11.0,0.0,8.0,0.0,10
389,1019,-122.0260545138,37.2796964834603,square,100.0,100,False,,90.0,2022-06-18 05:45,7250.7 secs,,0,0.0,1.0,0.0,23.0,0.0,0.0,2.0,20.0,3.0,36.0,0.0,3.0,12.0,10
390,1020,-122.0260545138,37.2841930852789,square,100.0,100,False,,90.0,2022-06-18 05:55,622.3 secs,,0,0.0,10.0,0.0,41.0,0.0,0.0,0.0,21.0,0.0,14.0,0.0,7.0,7.0,10
391,1021,-122.0260545138,37.2886896870975,square,100.0,100,False,,100.0,2022-06-18 05:58,198.3 secs,,0,0.0,12.0,0.0,40.0,0.0,0.0,1.0,10.0,0.0,25.0,0.0,1.0,11.0,10
392,1022,-122.0260545138,37.2931862889162,square,100.0,100,False,,95.0,2022-06-18 06:03,298.1 secs,,0,0.0,8.0,0.0,20.0,0.0,0.0,27.0,16.0,0.0,18.0,0.0,4.0,7.0,10
393,1023,-122.0260545138,37.2976828907348,square,100.0,100,False,,95.0,2022-06-19 05:48,474.1 secs,,0,0.0,1.0,0.0,26.0,0.0,0.0,0.0,26.0,0.0,31.0,0.0,3.0,13.0,10
394,1024,-122.0260545138,37.3021794925534,square,100.0,100,False,,100.0,2022-06-18 06:08,194.3 secs,,0,0.0,8.0,0.0,3.0,0.0,0.0,33.0,2.0,0.0,49.0,0.0,0.0,5.0,10
395,1025,-122.020403302753,37.2796964834603,square,100.0,100,False,,90.0,2022-06-17 23:34,178.6 secs,,0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,60.0,0.0,33.0,0.0,0.0,0.0,10
396,1026,-122.020403302753,37.2841930852789,square,100.0,100,False,,95.0,2022-06-19 06:03,884.8 secs,,0,0.0,11.0,0.0,14.0,0.0,0.0,3.0,18.0,4.0,36.0,0.0,2.0,12.0,10
397,1027,-122.020403302753,37.2886896870975,square,100.0,100,False,,100.0,2022-06-17 23:36,123.5 secs,,0,0.0,70.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,15.0,0.0,5.0,0.0,10
398,1028,-122.020403302753,37.2931862889162,square,100.0,100,False,,95.0,2022-06-19 06:10,399.5 secs,,0,0.0,16.0,0.0,21.0,0.0,0.0,2.0,22.0,0.0,30.0,0.0,2.0,7.0,10
399,1029,-122.020403302753,37.2976828907348,square,100.0,100,False,,90.0,2022-06-19 06:15,306.1 secs,,0,0.0,4.0,0.0,41.0,0.0,0.0,2.0,22.0,1.0,16.0,0.0,6.0,8.0,10
400,1030,-122.020403302753,37.3021794925534,square,100.0,100,False,,95.0,2022-06-19 06:22,431.5 secs,,0,0.0,12.0,0.0,21.0,0.0,0.0,2.0,26.0,2.0,27.0,0.0,2.0,8.0,10
401,1031,-122.014752091705,37.2796964834603,square,100.0,100,False,,94.0,2022-06-19 06:29,371.3 secs,,0,0.0,9.0,0.0,23.0,0.0,0.0,8.0,10.0,1.0,34.0,0.0,0.0,15.0,10
402,1032,-122.014752091705,37.2841930852789,square,100.0,100,False,,95.0,2022-06-19 06:37,477.7 secs,,0,0.0,8.0,0.0,21.0,0.0,0.0,1.0,12.0,1.0,41.0,0.0,3.0,13.0,10
403,1033,-122.014752091705,37.2886896870975,square,100.0,100,False,,90.0,2022-06-18 06:14,296.2 secs,,0,0.0,12.0,0.0,32.0,0.0,0.0,0.0,13.0,2.0,35.0,0.0,0.0,6.0,10
404,1034,-122.014752091705,37.2931862889162,square,100.0,100,False,,100.0,2022-06-18 06:17,180.3 secs,,0,0.0,9.0,0.0,49.0,0.0,0.0,0.0,18.0,0.0,19.0,0.0,1.0,4.0,10
405,1035,-122.014752091705,37.2976828907348,square,100.0,100,False,,100.0,2022-06-18 06:24,239.6 secs,,0,0.0,4.0,0.0,41.0,0.0,0.0,1.0,23.0,2.0,20.0,0.0,5.0,4.0,10
406,1036,-122.014752091705,37.3021794925534,square,100.0,100,False,,95.0,2022-06-18 06:28,204.1 secs,,0,0.0,11.0,0.0,24.0,0.0,0.0,0.0,33.0,1.0,24.0,0.0,0.0,7.0,10
